image,class,x,y,w,h,fpath
2015_00362.jpg,People,122,28,178,507,./ExDark/Bicycle
2015_00362.jpg,People,248,83,86,296,./ExDark/Bicycle
2015_00362.jpg,People,91,67,76,294,./ExDark/Bicycle
2015_00362.jpg,People,642,113,74,248,./ExDark/Bicycle
2015_00363.jpg,Bicycle,62,28,410,333,./ExDark/Bicycle
2015_00364.jpg,Bicycle,15,58,465,275,./ExDark/Bicycle
2015_00365.jpg,Bicycle,242,125,78,133,./ExDark/Bicycle
2015_00365.jpg,Bicycle,256,210,119,197,./ExDark/Bicycle
2015_00365.jpg,People,191,63,51,157,./ExDark/Bicycle
2015_00366.jpg,Bicycle,251,389,265,218,./ExDark/Bicycle
2015_00366.jpg,Bicycle,17,427,353,287,./ExDark/Bicycle
2015_00366.jpg,People,7,215,201,370,./ExDark/Bicycle
2015_00366.jpg,People,90,267,128,211,./ExDark/Bicycle
2015_00366.jpg,People,91,296,194,399,./ExDark/Bicycle
2015_00366.jpg,People,439,245,129,417,./ExDark/Bicycle
2015_00366.jpg,People,611,258,153,443,./ExDark/Bicycle
2015_00367.jpg,Bicycle,175,320,296,468,./ExDark/Bicycle
2015_00367.jpg,People,129,100,248,590,./ExDark/Bicycle
2015_00367.jpg,Car,440,240,136,62,./ExDark/Bicycle
2015_00368.jpg,Bicycle,131,311,109,73,./ExDark/Bicycle
2015_00369.jpg,Bicycle,137,312,66,152,./ExDark/Bicycle
2015_00369.jpg,Bicycle,202,288,101,100,./ExDark/Bicycle
2015_00370.jpg,Bicycle,470,321,112,86,./ExDark/Bicycle
2015_00370.jpg,People,58,249,35,62,./ExDark/Bicycle
2015_00370.jpg,People,17,235,29,83,./ExDark/Bicycle
2015_00370.jpg,People,164,237,20,39,./ExDark/Bicycle
2015_00370.jpg,People,188,233,26,45,./ExDark/Bicycle
2015_00370.jpg,People,211,227,22,52,./ExDark/Bicycle
2015_00370.jpg,People,228,228,24,50,./ExDark/Bicycle
2015_00370.jpg,People,262,230,19,67,./ExDark/Bicycle
2015_00370.jpg,People,286,250,30,84,./ExDark/Bicycle
2015_00370.jpg,People,314,224,23,41,./ExDark/Bicycle
2015_00370.jpg,People,340,228,21,54,./ExDark/Bicycle
2015_00370.jpg,People,317,253,24,79,./ExDark/Bicycle
2015_00370.jpg,People,347,254,25,77,./ExDark/Bicycle
2015_00370.jpg,People,367,218,27,39,./ExDark/Bicycle
2015_00370.jpg,People,284,210,24,37,./ExDark/Bicycle
2015_00370.jpg,People,244,206,23,41,./ExDark/Bicycle
2015_00370.jpg,People,137,205,21,37,./ExDark/Bicycle
2015_00370.jpg,People,177,206,40,39,./ExDark/Bicycle
2015_00370.jpg,People,381,237,24,58,./ExDark/Bicycle
2015_00370.jpg,People,405,230,22,34,./ExDark/Bicycle
2015_00370.jpg,People,408,255,31,65,./ExDark/Bicycle
2015_00370.jpg,People,441,233,25,61,./ExDark/Bicycle
2015_00370.jpg,People,473,220,15,52,./ExDark/Bicycle
2015_00370.jpg,People,481,228,21,63,./ExDark/Bicycle
2015_00370.jpg,People,501,226,24,63,./ExDark/Bicycle
2015_00370.jpg,People,525,229,20,54,./ExDark/Bicycle
2015_00370.jpg,People,551,258,29,79,./ExDark/Bicycle
2015_00370.jpg,People,596,261,31,84,./ExDark/Bicycle
2015_00370.jpg,People,581,233,34,65,./ExDark/Bicycle
2015_00370.jpg,People,449,256,38,92,./ExDark/Bicycle
2015_00370.jpg,People,503,292,35,116,./ExDark/Bicycle
2015_00370.jpg,People,385,290,30,82,./ExDark/Bicycle
2015_00370.jpg,People,228,286,54,110,./ExDark/Bicycle
2015_00370.jpg,People,177,311,66,108,./ExDark/Bicycle
2015_00371.jpg,Bicycle,117,33,367,342,./ExDark/Bicycle
2015_00372.jpg,Bicycle,244,444,37,36,./ExDark/Bicycle
2015_00372.jpg,Motorbike,191,448,30,44,./ExDark/Bicycle
2015_00372.jpg,Motorbike,143,454,39,52,./ExDark/Bicycle
2015_00372.jpg,Motorbike,3,455,37,49,./ExDark/Bicycle
2015_00372.jpg,Motorbike,291,434,15,22,./ExDark/Bicycle
2015_00372.jpg,People,5,427,31,70,./ExDark/Bicycle
2015_00372.jpg,People,151,430,36,60,./ExDark/Bicycle
2015_00372.jpg,People,190,432,33,46,./ExDark/Bicycle
2015_00372.jpg,People,254,427,20,39,./ExDark/Bicycle
2015_00372.jpg,People,293,426,13,22,./ExDark/Bicycle
2015_00373.jpg,Bicycle,4,72,237,165,./ExDark/Bicycle
2015_00373.jpg,People,34,3,144,213,./ExDark/Bicycle
2015_00374.jpg,Bicycle,9,44,117,211,./ExDark/Bicycle
2015_00375.jpg,Bicycle,282,175,260,187,./ExDark/Bicycle
2015_00375.jpg,People,347,81,149,221,./ExDark/Bicycle
2015_00376.jpg,Bicycle,399,131,95,86,./ExDark/Bicycle
2015_00376.jpg,People,417,89,64,107,./ExDark/Bicycle
2015_00376.jpg,Car,217,123,34,21,./ExDark/Bicycle
2015_00376.jpg,Car,191,120,29,23,./ExDark/Bicycle
2015_00376.jpg,Car,323,128,83,36,./ExDark/Bicycle
2015_00377.jpg,Bicycle,156,187,405,288,./ExDark/Bicycle
2015_00377.jpg,People,88,129,39,66,./ExDark/Bicycle
2015_00377.jpg,People,174,122,43,38,./ExDark/Bicycle
2015_00377.jpg,People,252,120,24,32,./ExDark/Bicycle
2015_00377.jpg,People,222,123,26,33,./ExDark/Bicycle
2015_00377.jpg,People,319,119,16,23,./ExDark/Bicycle
2015_00377.jpg,People,302,114,20,49,./ExDark/Bicycle
2015_00377.jpg,People,389,115,21,36,./ExDark/Bicycle
2015_00377.jpg,People,489,107,20,28,./ExDark/Bicycle
2015_00377.jpg,Bicycle,23,182,234,221,./ExDark/Bicycle
2015_00377.jpg,Bicycle,141,135,226,84,./ExDark/Bicycle
2015_00377.jpg,Bicycle,233,125,348,275,./ExDark/Bicycle
2015_00378.jpg,Bicycle,247,302,50,98,./ExDark/Bicycle
2015_00378.jpg,People,239,263,55,122,./ExDark/Bicycle
2015_00378.jpg,Car,68,272,125,105,./ExDark/Bicycle
2015_00378.jpg,Car,307,240,58,52,./ExDark/Bicycle
2015_00378.jpg,Car,313,266,92,72,./ExDark/Bicycle
2015_00378.jpg,Car,399,264,76,66,./ExDark/Bicycle
2015_00378.jpg,Car,454,258,113,85,./ExDark/Bicycle
2015_00378.jpg,Car,500,274,116,80,./ExDark/Bicycle
2015_00378.jpg,Car,582,282,56,96,./ExDark/Bicycle
2015_00379.jpg,Bicycle,428,243,138,122,./ExDark/Bicycle
2015_00379.jpg,Car,35,82,281,213,./ExDark/Bicycle
2015_00379.jpg,People,315,197,138,168,./ExDark/Bicycle
2015_00379.jpg,People,273,63,95,279,./ExDark/Bicycle
2015_00380.jpg,Bicycle,225,442,104,197,./ExDark/Bicycle
2015_00380.jpg,Car,187,369,75,61,./ExDark/Bicycle
2015_00380.jpg,Car,86,395,164,110,./ExDark/Bicycle
2015_00380.jpg,Car,2,471,180,165,./ExDark/Bicycle
2015_00381.jpg,Bicycle,213,42,59,48,./ExDark/Bicycle
2015_00381.jpg,People,221,26,37,51,./ExDark/Bicycle
2015_00382.jpg,Bicycle,306,287,40,50,./ExDark/Bicycle
2015_00382.jpg,People,320,265,22,64,./ExDark/Bicycle
2015_00383.jpg,Bicycle,103,424,102,154,./ExDark/Bicycle
2015_00383.jpg,Chair,209,456,42,64,./ExDark/Bicycle
2015_00383.jpg,People,189,415,66,71,./ExDark/Bicycle
2015_00383.jpg,Motorbike,6,490,112,112,./ExDark/Bicycle
2015_00383.jpg,Motorbike,300,435,66,137,./ExDark/Bicycle
2015_00383.jpg,Motorbike,390,408,80,179,./ExDark/Bicycle
2015_00383.jpg,People,320,397,105,226,./ExDark/Bicycle
2015_00384.jpg,Bicycle,246,211,190,181,./ExDark/Bicycle
2015_00384.jpg,People,39,174,24,35,./ExDark/Bicycle
2015_00384.jpg,People,66,167,26,91,./ExDark/Bicycle
2015_00384.jpg,People,114,166,18,28,./ExDark/Bicycle
2015_00384.jpg,People,129,151,52,46,./ExDark/Bicycle
2015_00384.jpg,People,7,176,41,103,./ExDark/Bicycle
2015_00384.jpg,People,265,112,96,236,./ExDark/Bicycle
2015_00384.jpg,People,388,131,63,158,./ExDark/Bicycle
2015_00384.jpg,Car,201,163,207,86,./ExDark/Bicycle
2015_00385.jpg,Bicycle,557,179,76,107,./ExDark/Bicycle
2015_00385.jpg,Bus,13,98,572,231,./ExDark/Bicycle
2015_00386.jpg,Bicycle,428,270,63,100,./ExDark/Bicycle
2015_00386.jpg,Chair,246,288,162,78,./ExDark/Bicycle
2015_00386.jpg,People,348,260,52,95,./ExDark/Bicycle
2015_00387.jpg,Bicycle,353,535,44,63,./ExDark/Bicycle
2015_00387.jpg,People,354,518,38,71,./ExDark/Bicycle
2015_00387.jpg,Bus,6,477,119,102,./ExDark/Bicycle
2015_00387.jpg,Bus,147,471,68,85,./ExDark/Bicycle
2015_00387.jpg,Car,313,500,48,49,./ExDark/Bicycle
2015_00387.jpg,Car,349,506,99,77,./ExDark/Bicycle
2015_00388.jpg,Bicycle,264,431,72,93,./ExDark/Bicycle
2015_00389.jpg,Bicycle,205,18,166,170,./ExDark/Bicycle
2015_00389.jpg,Bicycle,1,1,172,144,./ExDark/Bicycle
2015_00389.jpg,People,371,113,44,86,./ExDark/Bicycle
2015_00389.jpg,People,399,109,51,55,./ExDark/Bicycle
2015_00389.jpg,People,518,93,70,290,./ExDark/Bicycle
2015_00389.jpg,People,380,65,166,353,./ExDark/Bicycle
2015_00389.jpg,People,315,192,145,229,./ExDark/Bicycle
2015_00389.jpg,People,200,202,147,221,./ExDark/Bicycle
2015_00389.jpg,People,80,199,163,223,./ExDark/Bicycle
2015_00389.jpg,Car,4,141,455,277,./ExDark/Bicycle
2015_00390.jpg,Bicycle,173,328,76,206,./ExDark/Bicycle
2015_00390.jpg,People,118,283,94,246,./ExDark/Bicycle
2015_00391.jpg,Bicycle,558,513,164,192,./ExDark/Bicycle
2015_00391.jpg,Bicycle,226,727,1080,775,./ExDark/Bicycle
2015_00391.jpg,Car,434,460,110,71,./ExDark/Bicycle
2015_00391.jpg,Car,981,484,190,97,./ExDark/Bicycle
2015_00391.jpg,Bottle,822,1055,71,170,./ExDark/Bicycle
2015_00391.jpg,Bottle,693,1031,152,156,./ExDark/Bicycle
2015_00391.jpg,People,523,331,462,984,./ExDark/Bicycle
2015_00392.jpg,Bicycle,67,5,358,321,./ExDark/Bicycle
2015_00393.jpg,Bicycle,243,311,54,99,./ExDark/Bicycle
2015_00393.jpg,People,239,264,56,123,./ExDark/Bicycle
2015_00393.jpg,Bus,165,168,140,169,./ExDark/Bicycle
2015_00393.jpg,Car,311,270,94,66,./ExDark/Bicycle
2015_00393.jpg,Car,305,248,58,44,./ExDark/Bicycle
2015_00393.jpg,Car,409,270,72,62,./ExDark/Bicycle
2015_00393.jpg,Car,457,255,112,90,./ExDark/Bicycle
2015_00393.jpg,Car,502,277,111,78,./ExDark/Bicycle
2015_00393.jpg,Car,585,279,53,99,./ExDark/Bicycle
2015_00393.jpg,Car,67,272,126,100,./ExDark/Bicycle
2015_00394.jpg,Bicycle,154,199,138,89,./ExDark/Bicycle
2015_00394.jpg,Bicycle,14,278,264,147,./ExDark/Bicycle
2015_00394.jpg,Bicycle,460,213,119,97,./ExDark/Bicycle
2015_00394.jpg,Bicycle,311,123,118,69,./ExDark/Bicycle
2015_00394.jpg,Car,182,152,172,121,./ExDark/Bicycle
2015_00394.jpg,Car,389,168,130,115,./ExDark/Bicycle
2015_00394.jpg,People,27,140,50,60,./ExDark/Bicycle
2015_00394.jpg,People,65,150,47,53,./ExDark/Bicycle
2015_00394.jpg,People,144,139,50,77,./ExDark/Bicycle
2015_00394.jpg,People,184,148,71,107,./ExDark/Bicycle
2015_00394.jpg,People,48,144,154,272,./ExDark/Bicycle
2015_00394.jpg,People,332,145,52,148,./ExDark/Bicycle
2015_00394.jpg,People,505,137,71,192,./ExDark/Bicycle
2015_00394.jpg,Car,559,167,41,38,./ExDark/Bicycle
2015_00394.jpg,Bus,555,142,55,36,./ExDark/Bicycle
2015_00395.jpg,Bicycle,189,8,218,145,./ExDark/Bicycle
2015_00395.jpg,Bicycle,391,5,236,147,./ExDark/Bicycle
2015_00395.jpg,Car,3,8,232,131,./ExDark/Bicycle
2015_00396.jpg,Bicycle,322,284,199,155,./ExDark/Bicycle
2015_00396.jpg,Car,466,322,107,68,./ExDark/Bicycle
2015_00396.jpg,Bus,6,159,461,306,./ExDark/Bicycle
2015_00397.jpg,Bicycle,383,411,251,208,./ExDark/Bicycle
2015_00397.jpg,Car,324,266,110,57,./ExDark/Bicycle
2015_00397.jpg,People,447,296,179,306,./ExDark/Bicycle
2015_00397.jpg,People,46,262,180,368,./ExDark/Bicycle
2015_00398.jpg,Bicycle,4,154,493,273,./ExDark/Bicycle
2015_00398.jpg,People,494,6,21,50,./ExDark/Bicycle
2015_00398.jpg,People,532,5,29,46,./ExDark/Bicycle
2015_00398.jpg,Car,528,20,109,94,./ExDark/Bicycle
2015_00398.jpg,Car,355,28,183,77,./ExDark/Bicycle
2015_00398.jpg,Car,307,25,84,43,./ExDark/Bicycle
2015_00398.jpg,Car,217,28,88,37,./ExDark/Bicycle
2015_00398.jpg,Car,5,64,211,238,./ExDark/Bicycle
2015_00398.jpg,Bus,311,3,173,37,./ExDark/Bicycle
2015_00399.jpg,Bicycle,308,292,38,43,./ExDark/Bicycle
2015_00399.jpg,People,317,263,24,67,./ExDark/Bicycle
2015_00400.jpg,Bicycle,514,207,95,58,./ExDark/Bicycle
2015_00400.jpg,People,224,191,17,36,./ExDark/Bicycle
2015_00400.jpg,People,472,159,94,236,./ExDark/Bicycle
2015_00400.jpg,Car,254,192,68,54,./ExDark/Bicycle
2015_00400.jpg,Car,133,193,45,27,./ExDark/Bicycle
2015_00400.jpg,Bus,5,166,128,67,./ExDark/Bicycle
2015_00401.jpg,Bicycle,109,23,92,97,./ExDark/Bicycle
2015_00401.jpg,People,124,2,76,96,./ExDark/Bicycle
2015_00402.jpg,Bicycle,340,436,120,202,./ExDark/Bicycle
2015_00402.jpg,People,164,313,33,41,./ExDark/Bicycle
2015_00402.jpg,People,3,299,141,333,./ExDark/Bicycle
2015_00402.jpg,People,304,292,45,154,./ExDark/Bicycle
2015_00402.jpg,People,342,291,51,153,./ExDark/Bicycle
2015_00402.jpg,People,375,312,103,316,./ExDark/Bicycle
2015_00402.jpg,People,188,283,123,350,./ExDark/Bicycle
2015_00402.jpg,Car,9,320,208,147,./ExDark/Bicycle
2015_00403.jpg,Bicycle,369,104,154,167,./ExDark/Bicycle
2015_00403.jpg,Bicycle,517,53,120,352,./ExDark/Bicycle
2015_00403.jpg,Car,4,96,187,221,./ExDark/Bicycle
2015_00403.jpg,Car,137,117,102,126,./ExDark/Bicycle
2015_00404.jpg,Bicycle,4,271,188,144,./ExDark/Bicycle
2015_00404.jpg,Bicycle,209,236,62,34,./ExDark/Bicycle
2015_00404.jpg,Bicycle,97,250,161,128,./ExDark/Bicycle
2015_00404.jpg,Bicycle,2,237,21,35,./ExDark/Bicycle
2015_00404.jpg,Bicycle,73,222,43,28,./ExDark/Bicycle
2015_00404.jpg,Boat,281,249,67,70,./ExDark/Bicycle
2015_00405.jpg,Bicycle,279,227,57,37,./ExDark/Bicycle
2015_00405.jpg,Bicycle,48,358,160,63,./ExDark/Bicycle
2015_00405.jpg,Car,457,219,164,60,./ExDark/Bicycle
2015_00405.jpg,People,307,212,17,37,./ExDark/Bicycle
2015_00405.jpg,People,274,206,19,39,./ExDark/Bicycle
2015_00405.jpg,People,294,212,26,56,./ExDark/Bicycle
2015_00405.jpg,People,370,206,29,59,./ExDark/Bicycle
2015_00405.jpg,People,376,226,41,86,./ExDark/Bicycle
2015_00405.jpg,People,432,219,52,92,./ExDark/Bicycle
2015_00406.jpg,Bicycle,345,307,56,102,./ExDark/Bicycle
2015_00406.jpg,Bicycle,451,288,29,34,./ExDark/Bicycle
2015_00406.jpg,Car,111,265,100,54,./ExDark/Bicycle
2015_00406.jpg,Car,162,263,181,71,./ExDark/Bicycle
2015_00407.jpg,Bicycle,260,215,143,114,./ExDark/Bicycle
2015_00407.jpg,Bicycle,490,221,150,111,./ExDark/Bicycle
2015_00407.jpg,Bicycle,15,207,179,116,./ExDark/Bicycle
2015_00407.jpg,People,5,126,66,195,./ExDark/Bicycle
2015_00407.jpg,People,108,121,67,199,./ExDark/Bicycle
2015_00407.jpg,People,231,129,64,194,./ExDark/Bicycle
2015_00407.jpg,People,308,147,54,176,./ExDark/Bicycle
2015_00407.jpg,People,290,132,71,171,./ExDark/Bicycle
2015_00407.jpg,People,523,134,73,190,./ExDark/Bicycle
2015_00408.jpg,Bicycle,41,296,113,61,./ExDark/Bicycle
2015_00408.jpg,People,4,253,18,41,./ExDark/Bicycle
2015_00408.jpg,People,25,249,24,39,./ExDark/Bicycle
2015_00408.jpg,People,54,249,39,21,./ExDark/Bicycle
2015_00408.jpg,People,106,248,37,30,./ExDark/Bicycle
2015_00408.jpg,People,148,248,31,47,./ExDark/Bicycle
2015_00408.jpg,People,182,259,22,52,./ExDark/Bicycle
2015_00408.jpg,People,70,256,44,97,./ExDark/Bicycle
2015_00408.jpg,People,201,247,25,46,./ExDark/Bicycle
2015_00408.jpg,People,237,246,41,73,./ExDark/Bicycle
2015_00408.jpg,People,209,265,34,90,./ExDark/Bicycle
2015_00408.jpg,People,283,259,24,75,./ExDark/Bicycle
2015_00408.jpg,People,317,248,45,110,./ExDark/Bicycle
2015_00408.jpg,People,387,247,33,109,./ExDark/Bicycle
2015_00408.jpg,People,460,247,35,51,./ExDark/Bicycle
2015_00408.jpg,People,497,256,43,99,./ExDark/Bicycle
2015_00408.jpg,Car,4,270,199,86,./ExDark/Bicycle
2015_00408.jpg,Car,298,268,224,83,./ExDark/Bicycle
2015_00409.jpg,Bicycle,146,259,208,117,./ExDark/Bicycle
2015_00409.jpg,Bicycle,385,281,111,94,./ExDark/Bicycle
2015_00409.jpg,Car,87,200,403,173,./ExDark/Bicycle
2015_00409.jpg,People,3,178,57,192,./ExDark/Bicycle
2015_00409.jpg,People,36,126,122,245,./ExDark/Bicycle
2015_00409.jpg,People,242,124,86,245,./ExDark/Bicycle
2015_00410.jpg,Bicycle,19,204,526,275,./ExDark/Bicycle
2015_00410.jpg,Chair,442,238,165,237,./ExDark/Bicycle
2015_00410.jpg,Cat,288,149,166,145,./ExDark/Bicycle
2015_00411.jpg,Bicycle,301,100,311,304,./ExDark/Bicycle
2015_00411.jpg,Chair,86,209,97,62,./ExDark/Bicycle
2015_00411.jpg,Chair,242,195,289,188,./ExDark/Bicycle
2015_00411.jpg,People,460,148,48,56,./ExDark/Bicycle
2015_00412.jpg,Bicycle,73,301,272,303,./ExDark/Bicycle
2015_00412.jpg,People,171,162,23,43,./ExDark/Bicycle
2015_00412.jpg,People,464,141,13,33,./ExDark/Bicycle
2015_00413.jpg,Bicycle,349,245,157,172,./ExDark/Bicycle
2015_00413.jpg,People,226,159,35,114,./ExDark/Bicycle
2015_00413.jpg,People,379,157,107,253,./ExDark/Bicycle
2015_00414.jpg,Bicycle,415,234,35,51,./ExDark/Bicycle
2015_00414.jpg,People,366,209,48,149,./ExDark/Bicycle
2015_00414.jpg,Motorbike,530,231,50,47,./ExDark/Bicycle
2015_00414.jpg,Car,2,216,51,25,./ExDark/Bicycle
2015_00414.jpg,Bus,177,201,137,40,./ExDark/Bicycle
2015_00415.jpg,Bicycle,232,272,55,86,./ExDark/Bicycle
2015_00415.jpg,Bicycle,300,279,68,133,./ExDark/Bicycle
2015_00415.jpg,Bicycle,486,280,131,132,./ExDark/Bicycle
2015_00415.jpg,Car,186,251,33,25,./ExDark/Bicycle
2015_00415.jpg,People,240,226,49,117,./ExDark/Bicycle
2015_00415.jpg,People,290,211,93,184,./ExDark/Bicycle
2015_00415.jpg,People,507,193,93,193,./ExDark/Bicycle
2015_00415.jpg,People,78,242,34,75,./ExDark/Bicycle
2015_00415.jpg,People,45,217,49,168,./ExDark/Bicycle
2015_00415.jpg,People,4,195,86,220,./ExDark/Bicycle
2015_00415.jpg,People,95,224,86,169,./ExDark/Bicycle
2015_00415.jpg,Bus,213,172,260,148,./ExDark/Bicycle
2015_00416.jpg,Bicycle,9,402,78,65,./ExDark/Bicycle
2015_00417.jpg,Bicycle,216,460,71,53,./ExDark/Bicycle
2015_00417.jpg,Car,315,441,118,61,./ExDark/Bicycle
2015_00417.jpg,Car,10,442,76,41,./ExDark/Bicycle
2015_00417.jpg,People,29,439,35,74,./ExDark/Bicycle
2015_00417.jpg,People,71,436,31,76,./ExDark/Bicycle
2015_00417.jpg,People,399,445,40,70,./ExDark/Bicycle
2015_00417.jpg,People,446,451,21,40,./ExDark/Bicycle
2015_00418.jpg,Bicycle,114,232,262,226,./ExDark/Bicycle
2015_00418.jpg,People,476,188,30,52,./ExDark/Bicycle
2015_00418.jpg,People,499,151,37,150,./ExDark/Bicycle
2015_00418.jpg,People,252,184,42,103,./ExDark/Bicycle
2015_00418.jpg,People,144,70,130,357,./ExDark/Bicycle
2015_00419.jpg,Bicycle,194,25,194,126,./ExDark/Bicycle
2015_00420.jpg,Bicycle,124,356,73,48,./ExDark/Bicycle
2015_00420.jpg,People,145,337,34,61,./ExDark/Bicycle
2015_00420.jpg,Chair,67,359,22,24,./ExDark/Bicycle
2015_00420.jpg,Car,6,353,72,46,./ExDark/Bicycle
2015_00420.jpg,Car,225,336,31,18,./ExDark/Bicycle
2015_00420.jpg,Car,266,333,47,27,./ExDark/Bicycle
2015_00420.jpg,Car,349,324,71,39,./ExDark/Bicycle
2015_00420.jpg,Car,378,309,65,47,./ExDark/Bicycle
2015_00421.jpg,Bicycle,6,311,72,114,./ExDark/Bicycle
2015_00421.jpg,People,144,227,49,111,./ExDark/Bicycle
2015_00421.jpg,People,299,237,22,48,./ExDark/Bicycle
2015_00421.jpg,People,337,227,63,82,./ExDark/Bicycle
2015_00421.jpg,People,253,234,33,39,./ExDark/Bicycle
2015_00421.jpg,People,211,238,26,38,./ExDark/Bicycle
2015_00422.jpg,Bicycle,27,63,402,256,./ExDark/Bicycle
2015_00422.jpg,Chair,166,115,330,154,./ExDark/Bicycle
2015_00423.jpg,Bicycle,220,236,122,114,./ExDark/Bicycle
2015_00423.jpg,Bicycle,452,296,186,181,./ExDark/Bicycle
2015_00423.jpg,People,238,199,58,141,./ExDark/Bicycle
2015_00423.jpg,People,515,162,121,285,./ExDark/Bicycle
2015_00424.jpg,Bicycle,26,436,83,129,./ExDark/Bicycle
2015_00424.jpg,People,96,425,30,45,./ExDark/Bicycle
2015_00424.jpg,People,80,441,38,101,./ExDark/Bicycle
2015_00424.jpg,Bus,95,320,331,295,./ExDark/Bicycle
2015_00425.jpg,Bicycle,61,297,83,102,./ExDark/Bicycle
2015_00425.jpg,People,231,262,55,108,./ExDark/Bicycle
2015_00426.jpg,Bicycle,98,408,142,229,./ExDark/Bicycle
2015_00426.jpg,People,104,279,104,306,./ExDark/Bicycle
2015_00426.jpg,People,84,210,88,149,./ExDark/Bicycle
2015_00426.jpg,People,157,210,84,218,./ExDark/Bicycle
2015_00426.jpg,People,226,196,73,263,./ExDark/Bicycle
2015_00426.jpg,People,248,216,108,336,./ExDark/Bicycle
2015_00426.jpg,People,309,170,92,360,./ExDark/Bicycle
2015_00427.jpg,Bicycle,295,259,188,97,./ExDark/Bicycle
2015_00427.jpg,Bicycle,7,258,201,98,./ExDark/Bicycle
2015_00427.jpg,People,182,201,145,154,./ExDark/Bicycle
2015_00427.jpg,People,355,192,71,158,./ExDark/Bicycle
2015_00427.jpg,People,498,69,141,287,./ExDark/Bicycle
2015_00428.jpg,Bicycle,353,352,42,71,./ExDark/Bicycle
2015_00428.jpg,Bicycle,420,351,64,71,./ExDark/Bicycle
2015_00428.jpg,Bicycle,240,317,26,41,./ExDark/Bicycle
2015_00428.jpg,Bicycle,286,314,28,47,./ExDark/Bicycle
2015_00428.jpg,Bicycle,322,320,31,55,./ExDark/Bicycle
2015_00428.jpg,Bicycle,474,330,48,52,./ExDark/Bicycle
2015_00428.jpg,Bicycle,382,306,22,38,./ExDark/Bicycle
2015_00428.jpg,Bicycle,404,305,23,27,./ExDark/Bicycle
2015_00428.jpg,People,430,292,42,105,./ExDark/Bicycle
2015_00428.jpg,People,425,294,23,42,./ExDark/Bicycle
2015_00428.jpg,People,406,288,15,31,./ExDark/Bicycle
2015_00428.jpg,People,468,291,51,55,./ExDark/Bicycle
2015_00428.jpg,People,493,319,77,101,./ExDark/Bicycle
2015_00428.jpg,People,536,303,49,52,./ExDark/Bicycle
2015_00428.jpg,People,586,294,52,125,./ExDark/Bicycle
2015_00428.jpg,People,548,289,37,33,./ExDark/Bicycle
2015_00428.jpg,People,277,284,104,33,./ExDark/Bicycle
2015_00429.jpg,Bicycle,171,183,151,213,./ExDark/Bicycle
2015_00429.jpg,Boat,10,81,214,67,./ExDark/Bicycle
2015_00430.jpg,Bicycle,594,1169,931,1526,./ExDark/Bicycle
2015_00430.jpg,People,663,372,869,2029,./ExDark/Bicycle
2015_00431.jpg,Bicycle,7,417,467,347,./ExDark/Bicycle
2015_00431.jpg,Bicycle,493,419,526,344,./ExDark/Bicycle
2015_00431.jpg,People,746,224,224,515,./ExDark/Bicycle
2015_00431.jpg,People,124,89,330,672,./ExDark/Bicycle
2015_00432.jpg,Bicycle,7,316,388,258,./ExDark/Bicycle
2015_00432.jpg,Bicycle,358,279,312,416,./ExDark/Bicycle
2015_00432.jpg,Bicycle,594,274,426,291,./ExDark/Bicycle
2015_00432.jpg,People,87,71,203,504,./ExDark/Bicycle
2015_00432.jpg,People,502,114,91,208,./ExDark/Bicycle
2015_00432.jpg,People,365,52,190,595,./ExDark/Bicycle
2015_00432.jpg,People,661,92,121,216,./ExDark/Bicycle
2015_00432.jpg,People,663,36,226,507,./ExDark/Bicycle
2015_00433.jpg,Bicycle,308,305,218,317,./ExDark/Bicycle
2015_00433.jpg,Bicycle,795,318,220,368,./ExDark/Bicycle
2015_00433.jpg,Chair,188,262,165,214,./ExDark/Bicycle
2015_00433.jpg,People,324,74,254,528,./ExDark/Bicycle
2015_00433.jpg,People,678,198,124,255,./ExDark/Bicycle
2015_00433.jpg,People,779,150,160,376,./ExDark/Bicycle
2015_00433.jpg,People,28,248,320,503,./ExDark/Bicycle
2015_00434.jpg,Bicycle,231,135,97,64,./ExDark/Bicycle
2015_00434.jpg,Bicycle,136,133,78,59,./ExDark/Bicycle
2015_00434.jpg,Bicycle,58,127,94,67,./ExDark/Bicycle
2015_00434.jpg,People,90,84,41,88,./ExDark/Bicycle
2015_00434.jpg,People,164,90,47,81,./ExDark/Bicycle
2015_00434.jpg,People,237,105,49,79,./ExDark/Bicycle
2015_00434.jpg,People,277,96,43,92,./ExDark/Bicycle
2015_00435.jpg,Bicycle,29,77,913,618,./ExDark/Bicycle
2015_00436.JPEG,Bicycle,8,207,490,117,./ExDark/Bicycle
2015_00436.JPEG,Bicycle,11,146,82,72,./ExDark/Bicycle
2015_00436.JPEG,Bicycle,78,129,38,70,./ExDark/Bicycle
2015_00436.JPEG,Bicycle,109,165,36,81,./ExDark/Bicycle
2015_00436.JPEG,Bicycle,166,155,65,87,./ExDark/Bicycle
2015_00436.JPEG,Bicycle,264,138,125,85,./ExDark/Bicycle
2015_00436.JPEG,Bicycle,439,140,58,63,./ExDark/Bicycle
2015_00436.JPEG,People,11,102,45,61,./ExDark/Bicycle
2015_00436.JPEG,People,218,121,50,90,./ExDark/Bicycle
2015_00436.JPEG,People,386,127,54,100,./ExDark/Bicycle
2015_00436.JPEG,People,478,87,19,44,./ExDark/Bicycle
